id;firstname;lastname;team;position;injured;banned;mantra_position;fantacalcio_position;name;country;birth_date;foot_name;fantacalcioPlayerId;fantacalcioTeamName;appearances;matchesInStart;mins_played;pagella;fantacalcioRanking;fantacalcioFantaindex;fantacalcioPosition;assists;goals;goals90min;goalsFromOpenPlays;xgFromOpenPlays;xgFromOpenPlays/90min;xA;xA90min;redCards;yellowCards;successfulPenalties;penalties;gkPenaltiesSaved;gkCleanSheets;gkConcededGoals;openPlaysGoalsConceded;openPlaysXgConceded;fantamediaPred;fantamediaPredRoundId;matchConvocation;matchesWithGrade;perc_matchesStarted;perc_matchesWithGrade;percMinsPlayed;expectedFantamediaMean;External_breakout_Index;Set_piece_attack_Index;Offensive_verticalization_Index;Attacking_area_Index;Pass_accuracy_Index;Accompany_the_offensive_action_Index;Cross_accuracy_Index;Pass_leading_chances_Index;Shot_on_target_Index;Received_pass_Index;Deep_runs_Index;Air_challenge_offensive_Index;Shot_on_goal_Index;Converge_in_the_center_Index;Pass_forward_accuracy_Index;Defense_solidity_Index;Offensive_actions_Index;Dribbles_successful_Index;Offensive_field_presence_Index
475011;alexis jesse;saelemaekers;{'uuid': '2e4b19a8-e58e-4782-905f-bf0219218572', 'name': 'milan'};Wide-Midfielder;False;False;['E', 'W'];C;Alexis Saelemaekers;Belgium;1999-06-27;right;4892;milan;23.0;18.0;1563.0;6.25;7.18;95.02;C;3.0;7.0;0.4;8.0;2.56;0.15;2.28;0.13;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;28.0;22.0;64.29;78.57;45.0;-1;60.16;-1.0;57.79;74.56;56.0;63.84;66.77;64.24;73.51;80.17;74.16;-1.0;95.28;-1.0;59.8;-1.0;80.24;61.67;72.8
475110;Gustav;isaksen;{'uuid': 'f10c49fc-d0ce-4a7b-ba2d-f136e95e0fe0', 'name': 'lazio'};Wing-Forward;True;False;['W', 'F'];C;Gustav Tang Isaksen;Denmark;2001-04-19;left;6398;lazio;37.0;29.0;2339.0;5.93;6.21;61.51;C;1.0;4.0;0.15;4.0;5.69;0.22;3.16;0.12;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;37.0;78.38;100.0;68.0;-1;88.41;-1.0;57.68;81.16;-1.0;54.73;63.97;60.76;79.76;65.13;76.35;-1.0;59.5;72.06;-1.0;-1.0;68.4;77.75;56.42
475319;gleison;bremer;{'uuid': '8f4e639c-b52a-4ea8-9f2c-80c5172add56', 'name': 'juventus'};Defender;False;False;['CB'];D;Gleysson Bremer Silva Nascimento;Brazil;1997-03-18;right;2788;juventus;6.0;6.0;580.0;6.12;5.95;83.98;D;0.0;0.0;0.0;0.0;0.15;0.02;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;6.0;6.0;100.0;100.0;16.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
475430;alessandro;zanoli;{'uuid': '28ba208b-80fd-4a40-8014-bc82d2976fc3', 'name': 'napoli'};Wide-Midfielder;False;False;['RB', 'E'];D;Alessandro Zanoli;Italy;2000-10-03;right;5527;napoli;31.0;19.0;1839.0;5.8;5.85;46.27;D;0.0;1.0;0.05;1.0;0.89;0.04;1.37;0.07;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;35.0;31.0;54.29;88.57;53.0;-1;93.68;-1.0;-1.0;64.08;-1.0;54.63;84.75;61.31;-1.0;58.46;62.86;66.25;-1.0;64.46;-1.0;-1.0;59.64;79.82;49.37
475599;jurgen;ekkelenkamp;{'uuid': '10699c39-fa51-4968-8ee6-209df2113a8c', 'name': 'udinese'};Wide-Midfielder;False;False;['M', 'OM'];C;Jurgen Ekkelenkamp;Netherlands;2000-04-05;right;6684;udinese;35.0;21.0;2104.0;5.9;6.19;53.87;C;2.0;3.0;0.13;3.0;3.51;0.15;1.28;0.05;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;34.0;56.76;91.89;61.0;-1;67.65;-1.0;60.36;64.39;57.06;59.02;-1.0;59.13;59.23;62.81;60.74;66.72;61.67;-1.0;55.51;-1.0;59.64;-1.0;71.24
475601;Noa;lang;{'uuid': '28ba208b-80fd-4a40-8014-bc82d2976fc3', 'name': 'napoli'};Wing-Forward;False;False;['F'];A;Noa Lang;Netherlands;1999-06-17;right;7120;napoli;29.0;23.0;2015.0;6.57;8.0;76.15;A;9.0;11.0;0.49;11.0;6.08;0.27;5.75;0.26;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;29.0;29.0;79.31;100.0;57.0;-1;95.41;-1.0;63.67;87.64;47.35;56.14;58.79;66.41;56.69;71.08;65.73;-1.0;72.95;91.95;54.1;-1.0;79.16;81.63;56.04
476366;Zakaria;aboukhlal;{'uuid': '8cbf8ec8-2e07-4946-9d90-58b0da6a9c14', 'name': 'torino'};Wing-Forward;False;False;['F'];A;Zakaria Aboukhlal;Netherlands;2000-02-18;left;7183;torino;26.0;22.0;2064.0;5.97;6.66;59.61;A;2.0;7.0;0.31;7.0;9.19;0.4;1.24;0.05;0.0;4.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;26.0;26.0;84.62;100.0;58.0;-1;60.81;-1.0;-1.0;86.4;-1.0;-1.0;51.51;54.23;83.08;47.03;90.12;55.12;59.32;-1.0;-1.0;-1.0;49.6;52.82;64.22
477270;nadir;zortea;{'uuid': '7bbe67b4-c9f4-48a3-be6f-23aa61167ff2', 'name': 'bologna'};Wide-Midfielder;False;False;['E'];D;Nadir Zortea;Italy;1999-06-19;right;4433;cagliari;35.0;33.0;2877.0;5.95;6.49;96.4;D;2.0;6.0;0.19;8.0;2.76;0.09;3.14;0.1;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;36.0;35.0;91.67;97.22;81.0;-1;76.46;-1.0;55.55;60.28;46.72;54.02;88.8;55.0;56.91;57.91;60.96;-1.0;80.6;-1.0;53.2;-1.0;61.04;75.88;54.61
481266;ivan;ilic;{'uuid': '8cbf8ec8-2e07-4946-9d90-58b0da6a9c14', 'name': 'torino'};Mezzala;False;False;['M'];C;Ivan Ilic;Serbia;2001-03-17;left;5007;torino;19.0;9.0;1025.0;5.85;5.9;66.47;C;0.0;1.0;0.09;1.0;0.58;0.05;1.25;0.11;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;23.0;17.0;39.13;73.91;29.0;-1;59.85;-1.0;69.62;62.56;67.78;65.22;45.65;59.73;-1.0;80.24;61.4;-1.0;-1.0;-1.0;66.32;-1.0;81.49;59.97;73.91
481319;marco;carnesecchi;{'uuid': '313d7f52-5056-426e-9637-9aeae2c94d8d', 'name': 'atalanta'};Goalkeeper;False;False;['G'];P;Marco Carnesecchi;Italy;2000-07-01;right;4431;atalanta;34.0;34.0;3304.0;6.27;5.64;-1.0;P;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;13.0;34.0;34.0;36.64;-1;39.0;36.0;34.0;94.44;94.44;89.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
482186;Adrian;benedyczak;{'uuid': '05e5b3ab-8801-47e6-9eef-f6edc799628c', 'name': 'parma'};Wide-Midfielder;False;False;['F'];A;Adrian Benedyczak;Poland;2000-11-24;right;6667;parma;9.0;2.0;251.0;5.54;5.54;23.99;A;0.0;0.0;0.0;0.0;0.18;0.06;0.08;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;14.0;8.0;14.29;57.14;7.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
485151;nicolo;casale;{'uuid': '7bbe67b4-c9f4-48a3-be6f-23aa61167ff2', 'name': 'bologna'};Defender;False;False;['CB'];D;Nicolo Casale;Italy;1998-02-14;right;5498;bologna;17.0;11.0;1128.0;5.93;5.84;31.02;D;1.0;0.0;0.0;0.0;0.6;0.05;1.05;0.08;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;34.0;15.0;32.35;44.12;31.0;-1;-1.0;62.49;58.56;57.5;85.63;66.12;-1.0;57.68;-1.0;73.82;-1.0;-1.0;-1.0;-1.0;87.4;49.48;67.79;-1.0;56.94
486593;Oumar;Solet Bomawoko;{'uuid': '10699c39-fa51-4968-8ee6-209df2113a8c', 'name': 'udinese'};Defender;False;False;['CB'];D;Oumar Solet Bomawoko;France;2000-02-07;right;6956;udinese;19.0;19.0;1790.0;5.95;6.11;81.02;D;2.0;1.0;0.05;1.0;0.93;0.05;0.63;0.03;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;19.0;19.0;100.0;100.0;49.0;-1;59.84;-1.0;57.29;56.21;79.1;77.54;-1.0;58.16;-1.0;82.51;-1.0;-1.0;-1.0;-1.0;78.26;76.39;84.83;58.56;69.49
487061;lloyd;kelly l.;{'uuid': '8f4e639c-b52a-4ea8-9f2c-80c5172add56', 'name': 'juventus'};Defender;False;False;['LB', 'CB'];D;Lloyd Kelly;England;1998-10-06;left;6766;juventus;22.0;15.0;1445.0;5.95;5.93;51.41;D;1.0;0.0;0.0;0.0;0.97;0.06;0.16;0.01;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;17.0;40.54;45.95;40.0;-1;58.49;-1.0;58.15;58.7;74.98;74.26;-1.0;54.08;-1.0;77.77;53.68;66.05;-1.0;-1.0;74.08;66.08;73.63;-1.0;61.27
489594;Corrie;ndaba;{'uuid': '8fa5643a-841a-44a2-8126-637759f8911e', 'name': 'lecce'};Wing-Back;False;False;['LB', 'E'];D;Corrie Ndaba;Ireland Republic;1999-12-25;left;7182;lecce;36.0;35.0;3431.0;5.94;5.98;39.07;D;1.0;1.0;0.03;1.0;1.83;0.05;1.01;0.03;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;36.0;36.0;97.22;100.0;91.0;-1;52.05;-1.0;47.88;48.91;47.42;52.18;-1.0;42.94;-1.0;46.97;44.4;50.7;-1.0;-1.0;47.0;-1.0;47.91;-1.0;57.53
491083;Michael Bruno;folorunsho;{'uuid': '1c949031-2bcb-434e-a9ea-8fec3fa80c23', 'name': 'cagliari'};Wide-Midfielder;False;False;['M', 'OM'];C;Michael Ijemuan Folorunsho;Italy;1998-02-07;right;6252;cagliari;20.0;6.0;772.0;5.88;5.76;56.29;C;0.0;0.0;0.0;0.0;0.66;0.08;0.31;0.04;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;26.0;14.0;23.08;53.85;22.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
491350;Alberto;dossena;{'uuid': '3d3e3a11-950e-4170-a228-5bd0943e5716', 'name': 'como'};Defender;True;False;['CB'];D;Alberto Dossena;Italy;1998-10-13;right;6230;como;23.0;20.0;1958.0;5.7;5.72;58.62;D;2.0;0.0;0.0;0.0;1.42;0.07;0.17;0.01;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;26.0;23.0;76.92;88.46;54.0;-1;-1.0;59.46;55.59;56.74;82.27;71.88;-1.0;-1.0;-1.0;74.11;-1.0;-1.0;-1.0;-1.0;75.02;60.9;68.69;-1.0;55.07
491451;alessandro;buongiorno;{'uuid': '28ba208b-80fd-4a40-8014-bc82d2976fc3', 'name': 'napoli'};Defender;False;False;['CB'];D;Alessandro Buongiorno;Italy;1999-06-06;left;2724;napoli;22.0;22.0;2088.0;6.19;6.28;91.41;D;0.0;1.0;0.04;2.0;0.52;0.02;0.05;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;26.0;22.0;84.62;84.62;56.0;-1;57.41;55.18;64.35;56.66;86.57;79.45;-1.0;-1.0;-1.0;85.67;-1.0;-1.0;-1.0;-1.0;85.65;87.83;83.52;-1.0;58.72
492443;Valentino;castellanos;{'uuid': 'f10c49fc-d0ce-4a7b-ba2d-f136e95e0fe0', 'name': 'lazio'};Forward;False;False;['CF'];A;Valentin Mariano Jose Castellanos Gimenez;Argentina;1998-10-03;right;6226;lazio;29.0;28.0;2571.0;6.09;6.93;64.44;A;3.0;10.0;0.35;8.0;12.58;0.44;2.95;0.1;1.0;9.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;31.0;29.0;90.32;93.55;71.0;-1;-1.0;-1.0;55.52;89.28;-1.0;51.58;-1.0;68.39;81.75;48.42;71.64;70.76;61.54;-1.0;-1.0;-1.0;50.98;-1.0;72.31
493039;Franco;israel;{'uuid': '8cbf8ec8-2e07-4946-9d90-58b0da6a9c14', 'name': 'torino'};Goalkeeper;False;False;['G'];P;Franco Israel Wibmer;Uruguay;2000-04-22;right;7179;torino;11.0;11.0;1094.0;6.04;5.81;-1.0;P;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;9.0;9.0;5.79;-1;39.0;30.0;11.0;36.67;36.67;29.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
493889;Fali;candè;{'uuid': '1cdca4b8-4eea-4a38-a776-63f5887d5762', 'name': 'sassuolo'};Defender;False;False;['LB', 'CB'];D;Fali Cande;Guinea-Bissau;1998-01-24;left;6985;sassuolo;25.0;23.0;2207.0;5.93;5.99;44.68;D;1.0;1.0;0.04;1.0;0.57;0.02;0.58;0.02;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;31.0;25.0;74.19;80.65;60.0;-1;51.28;51.52;62.68;52.69;70.82;70.06;-1.0;52.72;-1.0;72.5;50.76;-1.0;-1.0;-1.0;76.09;55.05;69.31;-1.0;53.73
493989;cheikh;niasse;{'uuid': 'e9e1d0da-2ab8-449c-8738-84666289eb1b', 'name': 'verona'};Midfielder;False;False;['DM', 'M'];C;Cheikh Ahmet Tidian Niasse;France;2000-01-19;right;5540;verona;24.0;17.0;1582.0;5.79;5.58;8.53;C;0.0;0.0;0.0;0.0;0.71;0.04;0.19;0.01;1.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;27.0;22.0;62.96;81.48;45.0;-1;-1.0;-1.0;57.41;54.41;54.24;59.04;-1.0;-1.0;-1.0;57.22;51.82;58.11;-1.0;-1.0;58.05;-1.0;56.59;-1.0;64.39
495728;Martin;frese;{'uuid': 'e9e1d0da-2ab8-449c-8738-84666289eb1b', 'name': 'verona'};Defender;False;False;['LB', 'E'];D;Martin Frese;Denmark;1998-01-04;left;6639;verona;11.0;5.0;618.0;5.83;5.83;65.17;D;0.0;0.0;0.0;0.0;0.01;0.0;0.06;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;14.0;8.0;35.71;57.14;17.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
496427;Sebastian Wiktor;walukiewicz;{'uuid': '1cdca4b8-4eea-4a38-a776-63f5887d5762', 'name': 'sassuolo'};Defender;False;False;['RB', 'CB'];D;Sebastian Walukiewicz;Poland;2000-04-05;right;4374;sassuolo;31.0;22.0;1972.0;5.78;5.68;25.0;D;0.0;0.0;0.0;0.0;0.84;0.04;0.34;0.02;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;36.0;28.0;61.11;77.78;55.0;-1;62.22;-1.0;71.31;56.73;70.67;67.23;-1.0;52.2;-1.0;73.51;-1.0;-1.0;-1.0;-1.0;78.21;61.87;68.12;-1.0;53.85
498425;pontus;almqvist;{'uuid': '05e5b3ab-8801-47e6-9eef-f6edc799628c', 'name': 'parma'};Wing-Forward;False;False;['W', 'F'];A;Pontus Almqvist;Sweden;1999-07-10;left;6207;parma;29.0;10.0;1233.0;5.7;5.75;4.42;A;1.0;1.0;0.07;1.0;3.02;0.22;0.92;0.07;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;36.0;26.0;27.78;72.22;36.0;-1;80.39;-1.0;-1.0;78.97;-1.0;50.58;54.02;55.4;69.31;58.18;88.37;-1.0;51.76;72.7;-1.0;-1.0;59.1;78.87;53.59
498456;ederson jose;ederson d.s.;{'uuid': '313d7f52-5056-426e-9637-9aeae2c94d8d', 'name': 'atalanta'};Midfielder;False;False;['DM', 'M'];C;Ederson Jose dos Santos Lourenco da Silva;Brazil;1999-07-07;right;5792;atalanta;37.0;32.0;3087.0;6.27;6.54;83.43;C;1.0;4.0;0.12;5.0;4.13;0.12;3.55;0.1;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;36.0;86.49;97.3;86.0;-1;57.93;55.7;85.22;62.3;81.37;86.29;-1.0;61.86;57.23;84.26;55.06;57.72;63.04;-1.0;78.79;-1.0;84.95;-1.0;86.65
499876;roberto;piccoli;{'uuid': '573f5fa3-5623-417c-9efc-f28b50bc7778', 'name': 'fiorentina'};Forward;False;False;['CF'];A;Roberto Piccoli;Italy;2001-01-27;right;4359;cagliari;37.0;37.0;3319.0;5.84;6.6;48.65;A;1.0;10.0;0.27;14.0;13.1;0.36;0.33;0.01;0.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;37.0;100.0;100.0;93.0;-1;59.23;-1.0;52.11;82.86;-1.0;-1.0;-1.0;-1.0;65.77;-1.0;74.13;78.41;62.25;-1.0;-1.0;-1.0;52.55;-1.0;73.67
502363;Isak;hien;{'uuid': '313d7f52-5056-426e-9637-9aeae2c94d8d', 'name': 'atalanta'};Defender;False;False;['CB'];D;Isak Malcolm Kwaku Hien;Sweden;1999-01-13;right;6046;atalanta;30.0;27.0;2508.0;6.08;5.91;56.48;D;0.0;0.0;0.0;0.0;1.21;0.04;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;32.0;30.0;84.38;93.75;69.0;-1;-1.0;58.01;-1.0;56.45;87.37;68.55;-1.0;-1.0;-1.0;70.46;-1.0;-1.0;-1.0;-1.0;72.51;49.45;64.0;-1.0;63.91
502961;Jonathan Christian;David;{'uuid': '8f4e639c-b52a-4ea8-9f2c-80c5172add56', 'name': 'juventus'};Forward;False;False;['CF'];A;Jonathan Christian David;United States;2000-01-14;both;5544;juventus;32.0;28.0;2803.0;6.14;7.61;91.38;A;4.0;16.0;0.51;11.0;11.88;0.38;3.32;0.11;0.0;4.0;6.0;7.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;32.0;32.0;87.5;100.0;76.0;-1;56.65;-1.0;51.24;88.03;-1.0;52.23;-1.0;62.9;83.65;53.58;69.51;51.0;65.88;-1.0;-1.0;-1.0;53.49;-1.0;67.69
504572;Thorir Johann;helgason;{'uuid': '8fa5643a-841a-44a2-8126-637759f8911e', 'name': 'lecce'};Attacking-Midfielder;False;False;['M', 'OM'];C;Thorir Johann Helgason;Iceland;2000-09-28;right;5872;lecce;21.0;13.0;1249.0;5.81;6.0;39.34;C;4.0;0.0;0.0;0.0;1.42;0.1;1.39;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;26.0;21.0;50.0;80.77;36.0;-1;-1.0;56.01;63.12;61.53;-1.0;52.61;-1.0;61.04;-1.0;51.95;60.54;55.68;-1.0;-1.0;-1.0;-1.0;51.06;-1.0;63.92
504797;Gennaro;Borrelli;{'uuid': '1c949031-2bcb-434e-a9ea-8fec3fa80c23', 'name': 'cagliari'};Forward;False;False;['CF'];A;Gennaro Borrelli;Italy;2000-03-10;right;6243;cagliari;34.0;28.0;2737.0;5.91;6.32;13.61;A;0.0;6.0;0.2;7.0;8.92;0.29;0.84;0.03;0.0;8.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;35.0;34.0;80.0;97.14;76.0;-1;-1.0;41.05;-1.0;68.74;-1.0;37.87;-1.0;-1.0;49.28;-1.0;51.01;77.82;44.42;-1.0;-1.0;-1.0;44.67;37.85;54.49
507518;Daniel;boloca;{'uuid': '1cdca4b8-4eea-4a38-a776-63f5887d5762', 'name': 'sassuolo'};Midfielder;False;False;['DM', 'M'];C;Daniel Boloca;Italy;1998-12-22;right;6219;sassuolo;34.0;32.0;2884.0;6.25;6.63;40.35;C;3.0;4.0;0.12;5.0;2.03;0.06;0.91;0.03;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;34.0;34.0;94.12;100.0;80.0;-1;56.86;-1.0;49.36;45.95;62.75;64.15;-1.0;43.48;-1.0;74.9;39.99;-1.0;-1.0;46.12;59.25;-1.0;75.81;-1.0;60.69
507579;alessio;zerbin;{'uuid': '15cfc725-f2e8-4d2a-8fd7-17c9e164430d', 'name': 'cremonese'};Wide-Midfielder;False;False;['E', 'W'];C;Alessio Zerbin;Italy;1999-03-03;right;5998;cremonese;20.0;17.0;1641.0;5.99;6.09;38.15;C;1.0;1.0;0.05;1.0;3.43;0.19;2.65;0.15;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;18.0;45.95;48.65;45.0;-1;73.77;-1.0;61.49;70.11;45.75;52.03;70.12;58.49;-1.0;53.61;63.11;-1.0;-1.0;-1.0;46.77;-1.0;56.74;73.39;65.76
508830;Billy;gilmour;{'uuid': '28ba208b-80fd-4a40-8014-bc82d2976fc3', 'name': 'napoli'};Midfielder;False;False;['DM', 'M'];C;Billy Gilmour;Scotland;2001-06-11;right;5131;napoli;28.0;14.0;1399.0;6.08;6.12;46.56;C;1.0;0.0;0.0;0.0;0.45;0.03;1.46;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;21.0;37.84;56.76;40.0;-1;-1.0;-1.0;79.21;55.4;79.72;84.02;-1.0;70.61;-1.0;89.46;-1.0;-1.0;-1.0;-1.0;72.78;-1.0;87.96;-1.0;76.98
509361;Nicolo;cambiaghi;{'uuid': '7bbe67b4-c9f4-48a3-be6f-23aa61167ff2', 'name': 'bologna'};Wing-Forward;False;False;['F'];A;Nicolo Cambiaghi;Italy;2000-12-28;right;4436;bologna;18.0;4.0;705.0;6.0;6.33;26.28;A;3.0;1.0;0.13;1.0;1.5;0.19;1.79;0.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;19.0;17.0;21.05;89.47;20.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
511944;johan felipe;vasquez;{'uuid': '8f9c4fc6-a3f1-4750-979a-7b10da38e12f', 'name': 'genoa'};Defender;False;False;['LB', 'CB'];D;Johan Felipe Vasquez Ibarra;Mexico;1998-10-22;left;5514;genoa;36.0;34.0;3300.0;5.9;6.02;71.42;D;0.0;3.0;0.08;5.0;3.22;0.09;0.45;0.01;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;36.0;36.0;94.44;100.0;89.0;-1;58.52;-1.0;57.04;58.2;78.86;75.51;-1.0;-1.0;-1.0;79.78;-1.0;62.42;-1.0;-1.0;74.61;60.34;79.78;-1.0;62.11
512298;Rui;rui modesto;{'uuid': '10699c39-fa51-4968-8ee6-209df2113a8c', 'name': 'udinese'};Wide-Midfielder;False;False;['E'];D;Rui Manuel Muati Modesto;Angola;1999-10-07;right;6900;udinese;20.0;4.0;699.0;5.77;5.8;85.23;D;1.0;0.0;0.0;0.0;0.21;0.03;0.71;0.09;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;34.0;14.0;11.76;41.18;20.0;-1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
515713;boulaye;dia;{'uuid': 'f10c49fc-d0ce-4a7b-ba2d-f136e95e0fe0', 'name': 'lazio'};Attacking-Midfielder;False;False;['CF'];A;Boulaye Dia;France;1996-11-16;right;5672;lazio;35.0;27.0;2324.0;5.99;6.82;68.14;A;3.0;9.0;0.35;9.0;6.03;0.23;2.05;0.08;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;35.0;72.97;94.59;67.0;-1;56.04;-1.0;55.71;82.43;-1.0;52.54;-1.0;60.92;79.03;56.06;69.39;48.74;85.95;-1.0;-1.0;-1.0;55.26;54.75;66.67
516117;Mikael Egill;ellertsson;{'uuid': '8f9c4fc6-a3f1-4750-979a-7b10da38e12f', 'name': 'genoa'};Wide-Midfielder;False;False;['M', 'W'];C;Mikael Egill Ellertsson;Iceland;2002-03-11;left;6020;genoa;36.0;29.0;2638.0;5.76;5.95;34.89;C;2.0;2.0;0.07;3.0;1.57;0.05;1.12;0.04;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;37.0;36.0;78.38;97.3;75.0;-1;56.89;-1.0;-1.0;64.47;-1.0;49.75;-1.0;58.64;-1.0;53.16;59.41;-1.0;-1.0;-1.0;-1.0;-1.0;51.78;-1.0;54.52
516161;Charles;de ketelaere;{'uuid': '313d7f52-5056-426e-9637-9aeae2c94d8d', 'name': 'atalanta'};Wing-Forward;False;False;['F'];A;Charles De Ketelaere;Belgium;2001-03-10;left;5995;atalanta;36.0;25.0;2208.0;6.15;6.86;79.44;A;5.0;7.0;0.29;10.0;7.07;0.29;5.44;0.22;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;36.0;36.0;69.44;100.0;64.0;-1;79.85;54.56;77.12;83.66;51.0;61.75;66.95;78.36;74.89;70.6;71.66;69.89;70.88;55.51;53.18;-1.0;79.33;81.45;76.12
516819;santiago;gimenez;{'uuid': '2e4b19a8-e58e-4782-905f-bf0219218572', 'name': 'milan'};Forward;False;False;['CF'];A;Santiago Tomas Gimenez;Italy;2001-04-18;left;7008;milan;25.0;17.0;1547.0;6.0;7.24;72.45;A;1.0;12.0;0.7;13.0;9.31;0.54;1.28;0.07;1.0;4.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;-1;39.0;25.0;24.0;68.0;96.0;44.0;-1;-1.0;-1.0;44.8;92.05;-1.0;47.02;-1.0;48.22;83.78;42.38;77.67;50.69;77.31;-1.0;-1.0;-1.0;42.18;44.71;49.87
